分區業務組別代碼	醫事機構代碼	權屬別名稱	醫事機構名稱	機構地址	電話區域號碼	電話號碼	特約類別	型態別代碼	醫事機構種類	終止合約或歇業日期	原始合約起始日期
1	5931081654	其他	政新藥局	新北市鶯歌區尖山路２９０號１樓	2	86777079	5	2	B		20250108
1	5931081663	其他	南鶯藥局	新北市鶯歌區國慶街３０號（１樓）	2	26706660	5	1	B		20250815
1	5931090082	其他	恆豐藥局	新北市三峽區信義街２４號	2	26711325	5	2	B		19970730
1	5931090117	其他	大和藥局	新北市三峽區民生街１５０號	2	26711010	5	2	B		20080401
1	5931090180	其他	人來安藥局	新北市三峽區文化路２６６－５號	2	26721199	5	2	B	20250613	19970730
1	5931090279	其他	勝全藥局	新北市三峽區大同路２７之１號１樓	2	26736186	5	2	B		20041102
1	5931091374	其他	全球藥師藥局	新北市三峽區文化路９５號	2	26748128	5	1	B		20010906
1	5931091427	其他	康美藥局	新北市三峽區民生街７９號２樓	2	26745526	5	2	B		20020305
1	5931091481	其他	盛加藥局	新北市三峽區民生街６７號１樓、２樓	2	26739797	5	1	B		20061208
1	5931091570	其他	三恩藥局	新北市三峽區復興路４５１號１樓	2	86711914	5	1	B		20071218
1	5931091605	其他	三峽文化藥局	新北市三峽區文化路２１２－２號	2	26710825	5	1	B		20090724
1	5931091623	其他	兆康藥局	新北市三峽區中華路２２號１樓	2	26717875	5	1	B		20100328
1	5931091641	其他	北大藥局	新北市三峽區大義路９號１、２樓	2	26738535	5	1	B	20220302	20101018
1	5931091678	其他	如音藥局	新北市三峽區文化路２６６－１號１樓	2	26732119	5	1	B		20110720
1	5931091696	其他	祥祐藥局	新北市三峽區文化路１２５號１樓	2	26738080	5	1	B		20120403
1	5931091712	其他	誠祐藥局	新北市三峽區光明路２２號１樓	2	26746211	5	2	B		20130226
1	5931091810	其他	誠美藥局	新北市三峽區復興路１０６號１樓	2	26718131	5	1	B		20141211
1	5931091829	其他	有新藥局	新北市三峽區學勤路１８號１樓	2	26710769	5	1	B		20141215
1	5931091856	其他	大家好學成藥局	新北市三峽區大學路８７號１樓	2	26741538	5	2	B		20150624
1	5931091865	其他	大新藥局	新北市三峽區大義路２５９號１樓	2	86713204	5	2	B		20150810
1	5931091874	其他	盛台藥局	新北市三峽區大學路１０８號１、２樓	2	26722730	5	2	B		20151221
1	5931091892	其他	三峽藥局	新北市三峽區介壽路１段２７號１樓	2	26738868	5	1	B		20161226
1	5931091909	其他	盛禾藥局	新北市三峽區中山路２４３號１樓	2	26733567	5	1	B		20170106
1	5931091972	其他	三峽大昌藥局	新北市三峽區民生街５６號１樓	2	26711560	5	1	B		20180402
1	5931091990	其他	欣美大藥局	新北市三峽區大同路５２號１樓	2	86712269	5	1	B		20180608
1	5931092022	其他	瑞達美藥局	新北市三峽區民權街１８０號１樓	2	86741627	5	1	B		20180925
1	5931092040	其他	一大藥局	新北市三峽區橫溪路２３號１樓	2	86766677	5	2	B		20190510
1	5931092059	其他	三峽啄木鳥藥局	新北市三峽區中正路１段１４１號１樓	2	26744321	5	1	B	20220725	20190604
1	5931092068	其他	益銘藥師藥局	新北市三峽區大德路１８１號１樓	2	26723662	5	1	B	20231228	20190621
1	5931092095	其他	禾雅藥局	新北市三峽區文化路１３０號（１樓）	2	26718621	5	2	B		20191122
1	5931092102	其他	升威藥局	新北市三峽區文化路２３號１樓	2	26731120	5	1	B		20191223
1	5931092111	其他	立雅藥局	新北市三峽區文化路８４號（１樓）	2	26712601	5	2	B		20200401
1	5931092120	其他	進安大藥局	新北市三峽區民生街１７４號（１樓）	2	26711125	5	1	B		20200924
1	5931092139	其他	悅兒藥局	新北市三峽區學成路３２９號１樓	2	86741633	5	1	B		20201005
1	5931092148	其他	愛美膚醫美藥局	新北市三峽區大學路１８８號１樓	2	86722973	5	1	B		20201120
1	5931092157	其他	三峽立安藥局	新北市三峽區民權街８號１樓	2	86722299	5	2	B	20220421	20201216
1	5931092166	其他	欣德北大藥局	新北市三峽區大德路１２７號１樓	2	86720576	5	1	B	20220714	20210406
1	5931092175	其他	弘宇藥局	新北市三峽區國際一街５號１樓	2	26717108	5	1	B	20220504	20210602
1	5931092184	其他	福澤清福藥局	新北市三峽區介壽路１段２８２號１樓	2	77136586	5	1	B	20231222	20210623
1	5931092193	其他	凡禾藥局	新北市三峽區民權街８號１樓	2	26713363	5	1	B		20210705
1	5931092200	其他	金美藥局	新北市三峽區大同路２３８號１樓	2	86715859	5	2	B		20220415
1	5931092219	其他	北大藥局	新北市三峽區大義路９號１樓	2	26738535	5	1	B		20220302
1	5931092228	其他	弘宇藥局	新北市三峽區國際一街５號１樓	2	26717108	5	1	B	20250401	20220504
1	5931092237	其他	盛田健保藥局	新北市三峽區和平街５７號１樓	2	35012769	5	1	B		20220630
1	5931092246	其他	欣德北大藥局	新北市三峽區大德路１２７號１樓	2	86720576	5	1	B		20220714
1	5931092255	其他	三峽啄木鳥藥局	新北市三峽區中正路１段１４１號１樓	2	26744321	5	1	B	20230725	20220725
1	5931092264	其他	躍獅佳益藥局	新北市三峽區光明路６９巷３號１樓	2	86741999	5	1	B		20220804
1	5931092273	其他	瑞達美大同藥局	新北市三峽區大同路３１號１樓	2	86716802	5	1	B	20230410	20221031
1	5931092282	其他	康是美湧峽藥局	新北市三峽區民生街８１、８３、８５號１、２樓	2	35012743	5	1	B	20240116	20221216
1	5931092291	其他	桔子藥局	新北市三峽區大德路１８６號１樓	2	86720186	5	1	B		20230410
1	5931092308	其他	瑞達美大銅藥局	新北市三峽區大同路３１號１樓	2	86716802	5	1	B		20230410
1	5931092317	其他	沛桐健康藥局	新北市三峽區中華路２４號１樓	2	26711775	5	2	B		20230504
1	5931092326	其他	佑全三峽大觀藥局	新北市三峽區大觀路９號１樓	2	26733570	5	1	B	20231107	20230630
1	5931092335	其他	三峽啄木鳥藥局	新北市三峽區中正路１段１４１號１樓	2	26744321	5	1	B		20230725
1	5931092344	其他	芯安藥局	新北市三峽區文化路２６６之１０號１樓	2	26722855	5	2	B	20240314	20231106
1	5931092353	其他	佑全三峽大觀藥局	新北市三峽區大觀路９號１樓	2	26733570	5	1	B		20231107
1	5931092362	其他	福澤清福藥局	新北市三峽區介壽路１段２８２號１樓	2	77136586	5	1	B		20231222
1	5931092371	其他	康是美湧峽藥局	新北市三峽區民生街８１、８３、８５號１、２樓	2	35012743	5	1	B		20240116
1	5931092380	其他	芯安藥局	新北市三峽區文化路２６６之１０號１樓	2	26722855	5	1	B		20240314
1	5931092399	其他	聯心藥局	新北市三峽區大學路１１１號１樓	2	86715999	5	1	B		20240401
1	5931092406	其他	弘宇藥局	新北市三峽區國際一街５號１樓	2	26717108	5	1	B		20250401
1	5931100047	其他	松和大藥局	新北市淡水區英專路９２號	2	26203698	5	1	B		19961001
1	5931100074	其他	邱藥局	新北市淡水區中山路２７號	2	26214255	5	2	B		19960722
1	5931100092	其他	上全藥局	新北市淡水區民族路３６號	2	28098022	5	1	B	20230103	20121225
1	5931100154	其他	尚運藥局	新北市淡水區學府路５１巷１弄２０號	2	26225149	5	1	B		20071201
1	5931100163	其他	昇運藥局	新北市淡水區中山路１５７－１號	2	26222083	5	1	B		20110501
1	5931100270	其他	千代田藥局	新北市淡水區學府路１９號１樓	2	26223185	5	2	B		20090729
1	5931100305	其他	璉恩藥局	新北市淡水區北新路１３１、１３３號	2	26298454	5	2	B		19990204
1	5931101419	其他	淡水聯合藥局	新北市淡水區英專路９４號２樓	2	86317699	5	2	B		20010130
1	5931101464	其他	伯聯藥局	新北市淡水區清水街９－１０號１樓	2	26255847	5	1	B		20040715
1	5931101599	其他	聖元社區藥局	新北市淡水區北新路１１７－３號１樓	2	26263227	5	1	B		20061102
1	5931101615	其他	大忠聯合藥局	新北市淡水區大忠街１１３巷３１號１樓	2	26200021	5	1	B		20070330
1	5931101624	其他	北新藥局	新北市淡水區北新路１８２巷６３號	2	26293205	5	1	B		20070427
1	5931101633	其他	吉利安健保藥師藥局	新北市淡水區中山北路１段１００號１樓	2	26295693	5	1	B		20070911
1	5931101642	其他	吳光祥藥局	新北市淡水區中山路１０４號	2	26213020	5	1	B		20101004
1	5931101651	其他	天文大藥局	新北市淡水區新春街１３６號	2	86312050	5	1	B		20081110
1	5931101668	其他	長佑藥局	新北市淡水區新市一路３段３６號	2	26268560	5	1	B		20081226
1	5931101704	其他	聖天藥局	新北市淡水區重建街２１８號	2	26215677	5	1	B		20100422
1	5931101919	其他	優德仕藥局	新北市淡水區新市一路３段１０３號	2	26236573	5	1	B		20130620
1	5931101937	其他	文川藥局	新北市淡水區中山北路１段９３號１樓	2	86319033	5	2	B	20251201	20130903
1	5931101955	其他	伯宇藥局	新北市淡水區新春街１０３號－８	2	26236006	5	1	B		20131119
1	5931101973	其他	良順藥局	新北市淡水區中山北路１段２４號１樓	2	26218111	5	1	B		20190729
1	5931102078	其他	躍獅竹圍藥局	新北市淡水區民生路４６號	2	28090565	5	1	B		20160604
1	5931102087	其他	匯民藥局	新北市淡水區中山北路１段１０１號２樓	2	26202620	5	2	B		20160617
1	5931102103	其他	四季寶健保藥局	新北市淡水區新市一路３段１１７－１號（含夾層）	2	26283199	5	1	B		20160822
1	5931102121	其他	淡海藥師藥局	新北市淡水區淡海路８５號	2	28052668	5	1	B		20160921
1	5931102176	其他	淡水健康人生藥局	新北市淡水區清水街９－２號１樓	2	26269679	5	1	B		20180104
1	5931102229	其他	貝比爾藥局	新北市淡水區中山北路１段１７１號１樓	2	26261577	5	1	B	20220427	20180410
1	5931102265	其他	佳藥長照藥局	新北市淡水區學府路７５號１樓	2	26211321	5	1	B		20181116
1	5931102292	其他	佑全淡水淡金藥局	新北市淡水區淡金路５５號、５７號１樓	2	26228040	5	1	B	20230904	20190430
1	5931102309	其他	憲立藥局	新北市淡水區自強路２９５號１樓	2	28092212	5	1	B		20190910
1	5931102336	其他	淡大郭藥局	新北市淡水區英專路３２號１樓	2	26229966	5	1	B		20200507
1	5931102354	其他	天康大藥局	新北市淡水區學府路４９號１樓	2	26206523	5	1	B	20230203	20200907
1	5931102372	其他	日揚藥局	新北市淡水區民族路３０巷５號	2	26242059	5	1	B		20200921
1	5931102407	其他	躍獅淡水長照藥局	新北市淡水區學府路７７號１樓	2	26295603	5	1	B	20220719	20201222
1	5931102425	其他	日森人文藥局淡海店	新北市淡水區新市五路３段３８６號１樓	2	26221313	5	1	B		20210420
1	5931102434	其他	西雅圖聯合藥局	新北市淡水區新市一路３段１０１巷１６弄２０號１樓	2	26200910	5	1	B		20210423
1	5931102443	其他	淡水春天生活藥局	新北市淡水區中山北路１段４９號１樓	2	26257059	5	1	B	20220322	20210426
1	5931102452	其他	池慶藥局	新北市淡水區中山北路２段５號１樓	2	26238852	5	1	B		20210726
1	5931102461	其他	淡水藥局	新北市淡水區中山路１２７號（１、２樓）	2	86313663	5	1	B	20230807	20210728
1	5931102470	其他	躍獅台北灣藥局	新北市淡水區新市一路１段３２號１樓	2	26200173	5	1	B	20220509	20211015
1	5931102489	其他	水源藥局	新北市淡水區水源街１段１３３號１樓	2	26295233	5	1	B	20230612	20211108
1	5931102498	其他	池佑藥局	新北市淡水區民族路４６號	2	88093531	5	1	B	20230314	20211129
1	5931102505	其他	躍獅沙崙藥局	新北市淡水區沙崙路１８９號１樓	2	28055036	5	1	B	20220502	20211201
1	5931102514	其他	淡水春天生活藥局	新北市淡水區中山北路１段４９號１樓	2	26257059	5	1	B		20220322
1	5931102523	其他	佑全淡水新市一藥局	新北市淡水區新市一路１段１２８號１樓	2	26231062	5	1	B	20230518	20220413
1	5931102532	其他	貝比爾藥局	新北市淡水區中山北路１段１７１號１樓	2	26261577	5	2	B	20241218	20220427
1	5931102541	其他	躍獅台北灣藥局	新北市淡水區新市一路１段３２號１樓	2	26260178	5	1	B		20220509
1	5931102550	其他	躍獅新民藥局	新北市淡水區新民街８６號１樓	2	26217678	5	1	B		20220530
1	5931102569	其他	躍獅沙崙中西藥局	新北市淡水區沙崙路１８９號１樓	2	28055036	5	1	B		20230302
1	5931102578	其他	躍獅淡水長照藥局	新北市淡水區學府路７７號１樓	2	26295603	5	1	B		20220719
1	5931102587	其他	宸星藥局	新北市淡水區濱海路１段１２５號１樓	2	26235515	5	1	B		20220721
1	5931102596	其他	上全藥局	新北市淡水區民族路３６號	2	28098022	5	1	B		20230103
1	5931102603	其他	天康大藥局	新北市淡水區學府路４９號１樓	2	26206517	5	1	B	20240129	20230203
1	5931102630	其他	池佑藥局	新北市淡水區民族路４６號	2	88093531	5	1	B	20241011	20230314
1	5931102649	其他	新一藥局	新北市淡水區新市一路１段１７２號１樓	2	26232231	5	1	B	20240124	20230517
1	5931102658	其他	佑全淡水新市一藥局	新北市淡水區新市一路１段１２８號１樓	2	26231062	5	1	B		20230518
1	5931102667	其他	水源藥局	新北市淡水區水源街１段１３３號１樓	2	26295233	5	1	B		20230612
1	5931102676	其他	杏一淡水中山藥局	新北市淡水區中山北路１段３３號１樓	2	26292003	5	1	B	20250512	20230615
1	5931102685	其他	淡水藥局	新北市淡水區中山路１２７號（１、２樓）	2	86313663	5	1	B	20250613	20230807
1	5931102694	其他	佑全淡水淡金藥局	新北市淡水區淡金路５５號、５７號１樓	2	26228040	5	1	B		20230904
1	5931102701	其他	清水春天藥局	新北市淡水區清水街４號１樓	2	26266916	5	1	B	20240709	20240221
1	5931102710	其他	天康大藥局	新北市淡水區學府路４９號	2	26206523	5	1	B		20240129
1	5931102729	其他	民權藥局	新北市淡水區民權路２７－１號１樓	2	88091102	5	1	B		20240202
1	5931102738	其他	十二願珝藥局	新北市淡水區濱海路１段１３３號	2	26235133	5	1	B	20250303	20240513
1	5931102747	其他	昱承藥局	新北市淡水區新春街９６號１樓	2	26231310	5	1	B		20240703
1	5931102756	其他	清水春天藥局	新北市淡水區清水街４號１樓	2	26266916	5	1	B		20240709
1	5931102765	其他	池佑藥局	新北市淡水區民族路４６號	2	88093531	5	2	B		20241011
1	5931102774	其他	貝比爾藥局	新北市淡水區中山北路１段１７１號１樓	2	26261577	5	2	B		20241218
1	5931102783	其他	十二願珝藥局	新北市淡水區濱海路１段１３３號	2	26235133	5	1	B		20250303
1	5931102792	其他	新春藥局	新北市淡水區新春街１８９號１樓	2	26203988	5	1	B		20250606
1	5931110025	其他	巧能藥局	新北市汐止區福德一路２０９號１樓	2	26942858	5	1	B		19960722
1	5931110034	其他	麒豐藥局	新北市汐止區樟樹一路１３５巷２號	2	26434737	5	2	B	20241220	20110308
1	5931110070	其他	德昌藥局	新北市汐止區中興路４號	2	86921231	5	2	B	20220218	19990429
1	5931110114	其他	必進藥局	新北市汐止區茄苳路３３號	2	86476382	5	2	B	20230630	20020517
1	5931110258	其他	春德堂藥局	新北市汐止區新台五路１段２２０號	2	26422048	5	2	B		19970331
1	5931111540	其他	再興藥局	新北市汐止區茄苳路３７號	2	86478860	5	1	B		20020517
1	5931111568	其他	湖前中西藥局	新北市汐止區湖前街４５號１樓	2	26925850	5	1	B		20021004
1	5931111586	其他	品康藥局	新北市汐止區湖前街４７號１樓	2	26954441	5	1	B		20030324
1	5931111602	其他	汐止中西大藥局	新北市汐止區中正路４號	2	26411746	5	1	B		20050314
1	5931111611	其他	向日葵藥局	新北市汐止區大同路２段３６８號１樓	2	26488877	5	1	B		20040130
1	5931111719	其他	青苗藥局	新北市汐止區忠孝東路２４２號１樓	2	26413666	5	1	B		20041208
1	5931111737	其他	廣誠藥師藥局	新北市汐止區建成路２２號１樓	2	86916091	5	1	B		20110809
1	5931111755	其他	幸福藥局	新北市汐止區大同路２段３３２號１．２樓	2	26490127	5	1	B		20050324
1	5931111773	其他	江北藥局	新北市汐止區汐萬路１段３３號	2	26918870	5	1	B		20050428
1	5931111835	其他	全家藥局	新北市汐止區明峰街１４３號１樓	2	26954990	5	2	B		20051014
1	5931111844	其他	福恩藥師大藥局	新北市汐止區福德二路１７１之１號１樓	2	26940835	5	1	B		20051102
1	5931111915	其他	康元中西綜合藥局	新北市汐止區大同路２段２１９號	2	86923648	5	1	B		20061002
1	5931111951	其他	我家藥局	新北市汐止區中正路２９號	2	86910840	5	1	B		20060823
1	5931111988	其他	滿益藥局	新北市汐止區福安街４５號１樓	2	86421562	5	1	B		20070424
1	5931112047	其他	吉安康健保藥師藥局	新北市汐止區宜興街１１號１樓	2	26405881	5	1	B		20070803
1	5931112083	其他	裕和藥局	新北市汐止區宜興街４號１樓	2	26609119	5	1	B		20080123
1	5931112136	其他	汐芷藥局	新北市汐止區福德一路２５５號	2	26924087	5	1	B		20080708
1	5931112145	其他	汐止健康人生藥局	新北市汐止區忠孝東路２６９號	2	86421820	5	1	B		20090512
1	5931112225	其他	杏恩健保藥局	新北市汐止區仁愛路１８９號	2	26435728	5	1	B		20100608
1	5931112234	其他	安泰藥局	新北市汐止區連興街１１４號１樓	2	26488486	5	2	B		20120307
1	5931112270	其他	汐心藥局	新北市汐止區福德一路１４５號１樓	2	86932859	5	1	B		20110705
1	5931112314	其他	杏光藥局	新北市汐止區建成路５９巷１９號１樓	2	26411340	5	1	B		20120629
1	5931112341	其他	躍獅尚揚藥局	新北市汐止區忠孝東路３９９號１樓	2	86483158	5	1	B		20130320
1	5931112369	其他	汐止立欣藥局	新北市汐止區汐萬路２段２４９號１樓	2	26464546	5	1	B		20130701
1	5931112378	其他	翔云大藥局	新北市汐止區祥雲街２號ㄧ１、１樓	2	26463119	5	1	B		20130814
1	5931112430	其他	忠孝藥局	新北市汐止區忠孝東路３２１號１樓	2	86910788	5	1	B	20250305	20131115
1	5931112494	其他	長頸鹿藥局	新北市汐止區新台五路１段１７８號１樓	2	26917810	5	1	B		20140529
1	5931112510	其他	汐興藥局	新北市汐止區中興路１１３號１樓、２樓	2	26927733	5	1	B		20140909
1	5931112636	其他	佳恩藥局	新北市汐止區民族三街７之１號１樓	2	26950714	5	1	B		20151117
1	5931112645	其他	健成藥局	新北市汐止區新興路２０號１樓	2	26428989	5	1	B		20160129
1	5931112690	其他	國升藥局	新北市汐止區建成路５９巷１號１樓	2	26419459	5	2	B	20251023	20160602
1	5931112716	其他	福多藥局	新北市汐止區福德二路６０號１樓	2	86933378	5	2	B		20160713
1	5931112789	其他	富康東科藥局	新北市汐止區新台五路１段９６號Ｃ棟１樓Ｃ１５號	2	26969222	5	1	B		20170505
1	5931112798	其他	益嘉藥局	新北市汐止區忠孝東路２４１號２樓	2	86423527	5	1	B	20221129	20170707
1	5931112832	其他	安忻藥局	新北市汐止區樟樹一路１２２之１號１樓	2	26487309	5	1	B		20171110
1	5931112912	其他	富康藥局	新北市汐止區忠孝東路４５９號１樓	2	86481302	5	1	B	20250806	20180710
1	5931112921	其他	明恩藥局	新北市汐止區明峰街１７９之１號１樓	2	26923877	5	1	B		20181005
1	5931112958	其他	快樂藥局汐止店	新北市汐止區福德二路２１５號１樓	2	26931390	5	1	B		20190218
1	5931112976	其他	永康中西綜合藥局	新北市汐止區龍安路１７５號１樓	2	86915580	5	1	B		20190311
1	5931112994	其他	汐止藥局	新北市汐止區福德二路７０號１樓	2	86932587	5	1	B	20220114	20190916
1	5931113053	其他	建忠藥局	新北市汐止區建成路３７巷１１號１樓	2	26422101	5	1	B		20200430
1	5931113062	其他	健康晨光藥局	新北市汐止區大同路２段５１６號１樓	2	26433111	5	1	B		20200511
1	5931113071	其他	蒲公英藥局	新北市汐止區連興街１２６號（１樓）	2	26907770	5	1	B	20230313	20201125
1	5931113080	其他	宗齡藥局	新北市汐止區康寧街４５９巷２２號１樓	2	26952788	5	1	B		20210125
1	5931113106	其他	穎又安中西藥局	新北市汐止區樟樹一路１３５巷１３號１樓	2	26412348	5	1	B		20210302
1	5931113115	其他	躍獅大同藥局	新北市汐止區新興路７號１樓	2	26418399	5	1	B		20210305
1	5931113124	其他	弘恩藥局	新北市汐止區福德二路１５２之１號１樓	2	26932439	5	1	B		20210308
1	5931113133	其他	祐欣藥局	新北市汐止區中興路２４０號１樓	2	26950778	5	1	B		20210623
1	5931113142	其他	林美藥局	新北市汐止區康寧街４６５號１樓	2	26935696	5	1	B	20241125	20210615
1	5931113160	其他	社后藥局	新北市汐止區康寧街４２４號１樓	2	26956321	5	1	B		20211015
1	5931113179	其他	富康活力中興藥局	新北市汐止區中興路１５６號１樓	2	26950222	5	1	B	20241018	20211019
1	5931113188	其他	汐止藥局	新北市汐止區同興路１２１號１樓	2	86932587	5	1	B		20220114
1	5931113197	其他	博昱忠孝藥局	新北市汐止區忠孝東路２７８號（１樓）	2	86423838	5	1	B	20220704	20220122
1	5931113204	其他	富康活力忠孝藥局	新北市汐止區忠孝東路２７９號１樓	2	26422666	5	1	B		20220325
1	5931113213	其他	博昱忠孝藥局	新北市汐止區忠孝東路２７８號１樓	2	86423838	5	1	B	20240611	20220704
1	5931113222	其他	富康活力新欣藥局	新北市汐止區新興路２號１樓	2	29450966	5	1	B		20220707
1	5931113240	其他	新昌藥局	新北市汐止區仁愛路３３３、３３５、３３７號（１樓）	2	26907055	5	1	B		20230406
1	5931113259	其他	日建藥局	新北市汐止區湖前街７號１樓	2	26921122	5	1	B	20250327	20230704
1	5931113268	其他	佑全汐止康寧藥局	新北市汐止區康寧街４５９巷２７號１樓	2	26959158	5	1	B		20230719
1	5931113277	其他	永興藥局	新北市汐止區大同路３段３９８之１號（１樓）	2	86475177	5	1	B	20251007	20230906
1	5931113286	其他	康是美北峰藥局	新北市汐止區福德一路２６２號１樓	2	26933249	5	1	B		20231221
1	5931113320	其他	杏一汐止忠孝藥局	新北市汐止區忠孝東路３５７、３５９號１樓	2	86487103	5	1	B		20240926
1	5931113339	其他	富康活力樟樹藥局	新北市汐止區樟樹一路１３５巷２２號１樓	2	26486188	5	1	B		20241001
1	5931113348	其他	富康活力中興藥局	新北市汐止區中興路１５６號１樓	2	26950222	5	1	B		20241018
1	5931113357	其他	麒豐藥局	新北市汐止區樟樹一路１３５巷２號１樓	2	26434737	5	1	B		20241220
1	5931113366	其他	忠孝藥局	新北市汐止區忠孝東路３２１號１樓	2	86910788	5	1	B		20250305
1	5931113375	其他	日建藥局	新北市汐止區湖前街７號１樓	2	26921122	5	2	B		20250327
1	5931113384	其他	永興藥局	新北市汐止區大同路３段３９８之１號（１樓）	2	86475177	5	1	B		20251007
1	5931113393	其他	國升藥局	新北市汐止區建成路５９巷１號１樓	2	26419459	5	1	B		20251023
1	5931120049	其他	本平藥局	新北市瑞芳區瑞芳街４５號	2	24972167	5	2	B	20231214	19960722
1	5931120156	其他	瑞聯藥局	新北市瑞芳區明燈路３段１１號	2	24975852	5	1	B		19991124
1	5931121242	其他	崇德藥局	新北市瑞芳區明燈路３段３９－１１號１樓	2	24976051	5	2	B		20061013
1	5931121279	其他	大埔藥局	新北市瑞芳區大埔路１２８－３號１樓	2	24587020	5	1	B		20090421
1	5931121297	其他	瑞芳東亞大藥局	新北市瑞芳區中正路８４號	2	24960179	5	1	B	20250630	20100122
1	5931121304	其他	竟安藥局	新北市瑞芳區民權街６巷１之１號１樓	2	24970925	5	1	B		20101112
1	5931121377	其他	瑞中藥局	新北市瑞芳區明燈路３段５－１號１樓	2	24977879	5	2	B		20141229
1	5931121386	其他	瑞光藥局	新北市瑞芳區明燈路３段７０號１樓	2	24972070	5	1	B		20150130
1	5931121402	其他	瑞慶藥局	新北市瑞芳區大埔路１３０號	2	24586386	5	2	B	20230804	20170104
1	5931121411	其他	長興堂藥局	新北市瑞芳區明燈路３段６９號１樓	2	24972050	5	1	B		20170216
1	5931121420	其他	永展藥局	新北市瑞芳區民權街６巷１之１號	2	24960500	5	1	B	20220411	20181217
1	5931121448	其他	伊達藥局	新北市瑞芳區明燈路３段３６號１樓夾層	2	24969654	5	2	B		20190625
1	5931121466	其他	瑞芳藥局	新北市瑞芳區明燈路３段５９之１及５９之２號	2	24966588	5	1	B	20230614	20211220
1	5931121475	其他	瑞金藥局	新北市瑞芳區民族街２號１樓	2	24969229	5	1	B	20251013	20221007
1	5931121484	其他	瑞芳藥局	新北市瑞芳區明燈路３段５９之１及５９之２號（１樓）	2	24966588	5	1	B	20240108	20230614
1	5931121493	其他	瑞慶藥局	新北市瑞芳區大埔路１３０號１樓	2	24586386	5	1	B		20230804
1	5931121500	其他	富康活力瑞方藥局	新北市瑞芳區中正路６７號１樓	2	24966188	5	1	B	20240222	20230923
1	5931121519	其他	本平藥局	新北市瑞芳區瑞芳街４５號（實際營業１樓）	2	24972079	5	1	B	20250331	20231214
1	5931121528	其他	瑞芳藥局	新北市瑞芳區明燈路３段５９之１及５９之２號（１樓）	2	24966588	5	1	B	20250327	20240108
1	5931121537	其他	富康活力瑞方藥局	新北市瑞芳區中正路６７號１樓	2	24966188	5	1	B		20240222
1	5931121546	其他	瑞芳藥局	新北市瑞芳區明燈路３段５９之１及５９之２號（１樓）	2	24966588	5	1	B		20250327
1	5931121555	其他	瑞芳東亞大藥局	新北市瑞芳區中正路８４號（１樓）	2	24960179	5	2	B		20250630
1	5931130152	其他	博惠藥局	新北市土城區中央路１段２４９巷２０號	2	22618337	5	1	B		19960326
1	5931130205	其他	瑞益藥局	新北市土城區廣明街６３巷４號	2	89668598	5	2	B	20220804	19960821
1	5931130214	其他	崇愛藥局	新北市土城區永豐路１７號	2	22665506	5	1	B		20110304
1	5931130223	其他	久達藥局	新北市土城區中央路３段４７號	2	22696982	5	2	B		19960722
1	5931130241	其他	協成藥局	新北市土城區延吉街３３３號	2	22653212	5	2	B		19960722
1	5931130349	其他	祥發藥局	新北市土城區青雲路２５５號	2	22655056	5	2	B		19960429
1	5931130358	其他	盛安大藥局	新北市土城區中央路１段２５８號	2	22668525	5	2	B		19961130
1	5931130394	其他	一和藥局	新北市土城區中央路１段６７之３號	2	22631378	5	1	B		20050803
1	5931130438	其他	正仁藥局	新北市土城區中央路４段２４０號	2	22682516	5	1	B		19970829
1	5931130483	其他	學安藥師藥局	新北市土城區學府路１段２１１號１樓	2	22610565	5	1	B		20040527
1	5931130545	其他	恒生中西藥局	新北市土城區中央路２段１７０號	2	22603485	5	2	B		19990326
1	5931131579	其他	祥安大藥局	新北市土城區立德路４２－１號	2	22629707	5	1	B		20000904
1	5931131800	其他	立康藥局	新北市土城區中央路２段２３８號２樓	2	82617535	5	2	B		20020417
1	5931131828	其他	咸安藥局	新北市土城區明德路１段４號１樓	2	22627434	5	2	B		20020429
1	5931131864	其他	學府實和藥局	新北市土城區學府路１段１２１號	2	22612111	5	1	B		20020712
1	5931131882	其他	裕達藥局	新北市土城區延吉街１７１號	2	22739328	5	1	B		20030114
1	5931131908	其他	璨鴻藥局	新北市土城區延和路１９１號	2	82622588	5	1	B		20030717
1	5931132110	其他	元崇藥局	新北市土城區金城路３段１７６－１號２樓	2	22643076	5	2	B		20050125
1	5931132138	其他	心中外藥局	新北市土城區中央路２段１５７號	2	22603023	5	1	B		20050408
1	5931132165	其他	佳佳藥局	新北市土城區中央路２段２２３－９號２樓	2	82614558	5	2	B	20241006	20050429
1	5931132183	其他	尚安藥師藥局	新北市土城區中央路２段２２３之３號１樓	2	22647622	5	1	B		20090116
1	5931132236	其他	善淳藥師藥局	新北市土城區福仁街１９號１樓、B１樓	2	82627371	5	1	B		20060101
1	5931132245	其他	萬昌健保藥局	新北市土城區中央路４段１６０號	2	22678057	5	1	B		20060203
1	5931132263	其他	立新藥局	新北市土城區光明街５號１樓	2	82626111	5	1	B		20090929
1	5931132272	其他	富柏大藥局	新北市土城區水源街２２號１樓	2	82626815	5	1	B		20060627
1	5931132307	其他	廣昇健保藥師藥局	新北市土城區明德路１段５３號	2	22638300	5	2	B		20070503
1	5931132343	其他	誠安藥局	新北市土城區中央路４段３６號１樓	2	22677737	5	1	B		20070201
1	5931132389	其他	凱一藥局	新北市土城區裕民路９２巷２１弄８號１樓	2	22707679	5	1	B		20070628
